seed;pattern;best fractionary solution;best integer solution;status;time
335;None;5810.746352942395;None;Time Limit;7202.0407538414
376;None;4706.835839294189;None;Time Limit;7202.815430402756
397;None;5346.382816939456;None;Time Limit;7203.192228317261
504;None;4932.775378591871;None;Time Limit;7205.4328401088715
55;None;4700.422647213233;None;Time Limit;7218.365613698959
