seed;pattern;best fractionary solution;best integer solution;status;time
160;None;inf;None;Time Limit;60.16702961921692
234;None;inf;None;Time Limit;60.110639572143555
487;None;inf;None;Time Limit;60.40993285179138
573;None;inf;None;Time Limit;60.07248544692993
831;None;inf;None;Time Limit;60.12730097770691
