seed;pattern;best fractionary solution;best integer solution;status;time
335;None;inf;None;Time Limit;7201.437907457352
376;None;inf;None;Time Limit;7201.064898490906
397;None;inf;None;Time Limit;7200.782828807831
504;None;inf;None;Time Limit;7199.351823091507
55;None;inf;None;Time Limit;7199.425975561142
